1	100	0	17317516	4	1	
2	100	0	12475148	4	1	
3	100	0	7806564		4	1
1	100	0	2014736		16	1
2	100	0	11167996	4	1	
3	100	0	11168000	4	1	
1	100	0	9974552		8	1
2	100	0	4057520		4	1
3	100	0	4057436		4	1
1	100	0	4057360		4	1
2	100	0	9772056		4	1
3	100	0	869888		8	1
1	100	0	7597580		8	1
2	100	0	11353544	4	1	
3	100	0	17843220	4	1	
1	100	0	13701344	4	1	
2	100	0	3478568		12	1
3	100	0	17871504	8	1	
1	100	0	17871492	8	1	
2	100	0	17871500	8	1	
3	100	0	17871516	4	1	
1	100	0	17871520	4	1	
2	100	0	17871524	4	1	
3	100	0	17871548	12	1	
1	100	0	14073900	8	1	
2	100	0	7822400	4	1	
3	100	0	7822412	8	1	
1	100	0	7822384	4	1	
2	100	0	5641564	8	1	
3	100	0	5641644	4	1	
1	100	0	5641568	4	1	
2	100	0	4605220	12	1	
3	105	0	4605320	8	1	
1	105	0	16805404	4	1	
2	105	0	16805316	4	1	
3	105	0	14836328	8	1	
1	105	0	1698856	4	1	
2	105	0	637096	4	1	
3	105	0	637100	4	1	
1	105	0	1265960	4	1	
2	105	0	1265964	4	1	
3	105	0	1265968	4	1	
1	105	0	5663744	8	1	
2	105	0	4581624	12	1	
3	105	0	12639344	4	1	
1	105	0	12639296	4	1	
2	105	0	17185956	4	1	
3	105	0	17186112	4	1	
1	105	0	3772936	4	1	
2	105	0	3772940	4	1	
3	105	0	3772944	4	1	
1	105	0	3772948	4	1	
2	105	0	14322032	12	1	
3	105	0	14322044	12	1	
1	105	0	14322168	4	1	
2	105	0	14322184	12	1	
3	105	0	14322264	4	1	
1	105	0	244428	4	1	
2	105	0	9932664	4	1	
3	105	0	15919472	4	1	
1	105	0	977368	8	1	
2	105	0	14375212	4	1	
3	105	0	4768804	4	1	
1	105	0	7141900	8	1	
2	110	0	7141908	8	1	
3	110	0	15665984	4	1	
1	110	0	12726328	8	1	
2	110	0	12632908	4	1	
3	110	0	12632908	8	1	
1	110	0	9207792	4	1	
2	110	0	7205000	4	1	
3	110	0	8892732	4	1	
1	110	0	8892736	4	1	
2	110	0	8892860	4	1	
3	110	0	8892672	4	1	
1	110	0	8892540	4	1	
2	110	0	105336	4	1	
3	110	0	105340	4	1	
1	110	0	150188	4	1	
2	110	0	150192	4	1	
3	110	0	150300	4	1	
1	110	0	150424	4	1	
2	110	0	6265276	12	1	
3	110	0	4307828	4	1	
1	110	0	10411620	4	1	
2	110	0	672780	4	1	
3	110	0	672688	4	1	
1	110	0	672648	16	1	
2	110	0	7194516	4	1	
3	110	0	10763468	4	1	
1	110	0	5711884	4	1	
2	110	0	5711892	4	1	
3	110	0	9177748	4	1	
1	110	0	12601580	8	1	
2	110	0	9437276	4	1	
3	110	0	9437280	4	1	
1	115	0	9437448	4	1	
2	115	0	9437452	4	1	
3	115	0	9437600	8	1	
1	115	0	4398180	4	1	
2	115	0	4398172	4	1	
3	115	0	4398176	4	1	
1	115	0	4398032	4	1	
2	115	0	4397976	4	1	
3	115	0	4398032	8	1	
1	115	0	9413664	8	1	
2	115	0	15871668	12	1	
3	115	0	15871748	4	1	
1	115	0	15871756	4	1	
2	115	0	15871820	8	1	
3	115	0	15871860	8	1	
1	115	0	14843168	4	1	
2	115	0	3425036	8	1	
3	115	0	13432088	4	1	
1	115	0	13432092	4	1	
2	115	0	13432096	4	1	
3	115	0	9613712	4	1	
1	115	0	9613728	8	1	
2	115	0	17148036	4	1	
3	115	0	17148040	4	1	
1	115	0	11520136	8	1	
2	115	0	11520144	8	1	
3	115	0	11300264	4	1	
1	115	0	11300268	4	1	
2	115	0	11300168	8	1	
3	115	0	11300176	8	1	
1	115	0	1612316	4	1	
2	115	0	1612404	12	1	
3	120	0	1612416	12	1	
1	120	0	1612404	4	1	
2	120	0	1612440	12	1	
3	120	0	17126368	4	1	
1	120	0	13005820	12	1	
2	120	0	15955868	4	1	
3	120	0	15955872	4	1	
1	120	0	17082680	8	1	
2	120	0	17082720	12	1	
3	120	0	17082732	12	1	
1	120	0	3410540	4	1	
2	120	0	3410404	8	1	
3	120	0	8446892	4	1	
1	120	0	13335784	4	1	
2	120	0	1509800	12	1	
3	120	0	17670020	8	1	
1	120	0	15950660	4	1	
2	120	0	1852212	4	1	
3	120	0	10021300	8	1	
1	120	0	2036460	4	1	
2	120	0	2502776	8	1	
3	120	0	8005216	4	1	
1	120	0	8005160	4	1	
2	120	0	12608656	12	1	
3	120	0	3290224	4	1	
1	120	0	5659364	4	1	
2	120	0	5659232	4	1	
3	120	0	5308136	8	1	
1	120	0	5308116	4	1	
2	120	0	5308116	4	1	
3	120	0	5308140	8	1	
1	120	0	10455900	8	1	
2	125	0	10475876	4	1	
3	125	0	10475900	16	1	
1	125	0	10476020	4	1	
2	125	0	10475844	4	1	
3	125	0	10475864	8	1	
1	125	0	10475876	4	1	
2	125	0	10475880	4	1	
3	125	0	10475884	4	1	
1	125	0	10475836	8	1	
2	125	0	10475836	4	1	
3	125	0	10475840	4	1	
1	125	0	17358264	8	1	
2	125	0	17358304	4	1	
3	125	0	14621144	4	1	
1	125	0	14621292	4	1	
2	125	0	14621332	4	1	
3	125	0	14621336	4	1	
1	125	0	14621176	8	1	
2	125	0	14621184	8	1	
3	125	0	4816500	4	1	
1	125	0	9775940	4	1	
2	125	0	9776000	4	1	
3	125	0	2102980	8	1	
1	125	0	8573188	4	1	
2	125	0	8573236	4	1	
3	125	0	8573064	8	1	
1	125	0	16902696	4	1	
2	125	0	16188960	4	1	
3	125	0	12981384	8	1	
1	125	0	12981352	4	1	
2	125	0	12981532	4	1	
3	125	0	2672592	4	1	
1	130	0	9050144	4	1	
2	130	0	11500456	4	1	
3	130	0	1639184	12	1	
1	130	0	11901548	20	1	
2	130	0	11901772	8	1	
3	130	0	11901780	8	1	
1	130	0	11901788	8	1	
2	130	0	8999996	8	1	
3	130	0	8999936	12	1	
1	130	0	2595988	12	1	
2	130	0	5132172	4	1	
3	130	0	11419496	8	1	
1	130	0	11419504	8	1	
2	130	0	9404832	8	1	
3	130	0	5715028	8	1	
1	130	0	5715036	8	1	
2	130	0	5715044	8	1	
3	130	0	15268128	4	1	
1	130	0	15268288	4	1	
2	130	0	15268356	4	1	
3	130	0	5363344	8	1	
1	130	0	5363360	12	1	
2	130	0	5310248	4	1	
3	130	0	5310136	4	1	
1	130	0	16259860	4	1	
2	130	0	9820840	8	1	
3	130	0	13995280	4	1	
1	130	0	3494084	12	1	
2	130	0	17099408	12	1	
3	130	0	13171156	4	1	
1	130	0	16033592	4	1	
2	130	0	16033584	20	1	
3	135	0	16033340	4	1	
1	135	0	11632484	4	1	
2	135	0	884380	4	1	
3	135	0	13009096	12	1	
1	135	0	13008836	12	1	
2	135	0	753752	4	1	
3	135	0	15159904	4	1	
1	135	0	14748836	8	1	
2	135	0	2016172	4	1	
3	135	0	2016160	12	1	
1	135	0	12071852	4	1	
2	135	0	10299028	4	1	
3	135	0	10299032	4	1	
1	135	0	10299036	4	1	
2	135	0	11239980	8	1	
3	135	0	6951800	4	1	
1	135	0	6951732	4	1	
2	135	0	12552544	4	1	
3	135	0	12552880	4	1	
1	135	0	13457172	8	1	
2	135	0	13457324	4	1	
3	135	0	13457288	12	1	
1	135	0	13457468	4	1	
2	135	0	1900768	4	1	
3	135	0	984816	4	1	
1	135	0	984820	4	1	
2	135	0	984824	4	1	
3	135	0	984848	24	1	
1	135	0	984872	24	1	
2	135	0	984896	24	1	
3	135	0	768956	4	1	
1	135	0	11507352	4	1	
2	140	0	1910400	4	1	
3	140	0	14212644	4	1	
1	140	0	7868336	8	1	
2	140	0	7868344	8	1	
3	140	0	6315896	4	1	
1	140	0	3119200	4	1	
2	140	0	9679380	8	1	
3	140	0	6113056	4	1	
1	140	0	6113060	4	1	
2	140	0	6113064	4	1	
3	140	0	6113068	4	1	
1	140	0	9160368	4	1	
2	140	0	9160372	4	1	
3	140	0	9160376	4	1	
1	140	0	9160340	4	1	
2	140	0	11644896	8	1	
3	140	0	2020496	12	1	
1	140	0	2020508	12	1	
2	140	0	502072	4	1	
3	140	0	502076	4	1	
1	140	0	502080	4	1	
2	140	0	502084	4	1	
3	140	0	16792952	4	1	
1	140	0	294524	4	1	
2	140	0	294480	12	1	
3	140	0	294464	4	1	
1	140	0	294468	4	1	
2	140	0	11037340	4	1	
3	140	0	17733760	4	1	
1	140	0	17733728	16	1	
2	140	0	1403860	4	1	
3	140	0	1403956	4	1	
1	388	0	1403960	4	1	
2	389	0	1403972	12	1	
3	390	0	1404156	4	1	
1	391	0	1404396	4	1	
2	392	0	1404372	12	1	
3	393	0	1404384	12	1	
1	394	0	5227368	4	1	
2	395	0	7991412	4	1	
3	396	0	10757260	4	1	
1	397	0	10358204	8	1	
2	398	0	10149856	4	1	
3	399	0	10149840	4	1	
1	400	0	14962196	4	1	
2	401	0	11911812	16	1	
3	402	0	11911828	16	1	
1	403	0	9575164	4	1	
2	404	0	9575168	4	1	
3	405	0	7725092	12	1	
1	406	0	7159084	4	1	
2	407	0	17427392	4	1	
3	408	0	17427396	4	1	
1	409	0	10775000	16	1	
2	410	0	10775084	4	1	
3	411	0	10774996	4	1	
1	412	0	10775076	4	1	
2	413	0	10690232	4	1	
3	414	0	10690212	12	1	
1	415	0	10690224	12	1	
2	416	0	10690384	4	1	
3	417	0	10690536	8	1	
1	418	0	10690544	8	1	
2	419	0	7223400	4	1	
3	420	0	17663668	4	1	
1	421	0	5259624	4	1	
2	422	0	5259744	4	1	
3	423	0	9628900	4	1	
1	424	0	9628824	16	1	
2	425	0	13052100	4	1	
3	426	0	13052232	4	1	
1	427	0	17335996	12	1	
2	428	0	17336016	4	1	
3	429	0	17335884	4	1	
1	430	0	17335888	4	1	
2	431	0	17335892	4	1	
3	432	0	5675784	4	1	
1	433	0	17636756	4	1	
2	434	0	17636808	4	1	
3	435	0	16398460	8	1	
1	436	0	16398544	4	1	
2	437	0	11221344	4	1	
3	438	0	11221348	4	1	
1	439	0	11221292	4	1	
2	440	0	8368624	4	1	
3	441	0	8368728	4	1	
1	442	0	8368732	4	1	
2	443	0	8368728	4	1	
3	444	0	8368772	8	1	
1	445	0	8368780	8	1	
2	446	0	14101780	4	1	
3	447	0	14101724	4	1	
1	448	0	10791976	4	1	
2	449	0	15282872	4	1	
3	450	0	12428808	4	1	
1	451	0	12428812	4	1	
2	452	0	12428788	16	1	
3	453	0	7700260	16	1	
1	454	0	7700260	8	1	
2	455	0	4368160	4	1	
3	456	0	4368164	4	1	
1	457	0	9382676	4	1	
2	458	0	2252576	4	1	
3	459	0	2252500	4	1	
1	460	0	2252436	8	1	
2	461	0	2252456	4	1	
3	462	0	2252556	8	1	
1	463	0	2252496	16	1	
2	464	0	2252512	16	1	
3	465	0	12173388	8	1	
1	466	0	13054548	8	1	
2	467	0	13054556	16	1	
3	468	0	11014184	8	1	
1	469	0	11014192	8	1	
2	470	0	11014200	8	1	
3	471	0	2367628	8	1	
1	472	0	5069112	8	1	
2	473	0	5069076	4	1	
3	474	0	16698708	4	1	
1	475	0	1804456	4	1	
2	476	0	1804540	4	1	
3	477	0	181044	4	1	
1	478	0	181048	4	1	
2	479	0	11066592	16	1	
3	480	0	11713568	4	1	
1	481	0	11713492	4	1	
2	482	0	14386100	4	1	
3	483	0	14386104	4	1	
1	484	0	2759108	4	1	
2	485	0	13175420	4	1	
3	486	0	13175544	4	1	
1	487	0	13175588	4	1	
2	488	0	3269108	4	1	
3	489	0	3013732	8	1	
1	490	0	3834144	4	1	
2	491	0	2309132	8	1	
3	492	0	2309168	4	1	
1	493	0	2309172	4	1	
2	494	0	1955496	12	1	
3	495	0	1955688	4	1	
1	496	0	5283688	4	1	
2	497	0	2743804	8	1	
3	498	0	12038216	4	1	
1	499	0	12038012	4	1	
2	500	0	12038136	8	1	
3	501	0	12038144	8	1	
1	502	0	12038152	8	1	
2	503	0	12038160	8	1	
3	504	0	12038252	4	1	
1	505	0	12038156	4	1	
2	506	0	12038160	4	1	
3	507	0	12038164	4	1	
1	508	0	9237456	4	1	
2	509	0	9237348	4	1	
3	510	0	12836924	4	1	
1	511	0	12836924	4	1	
2	512	0	12836928	4	1	
3	513	0	922236	4	1	
1	514	0	922252	28	1	
2	515	0	7324560	4	1	
3	516	0	7324532	4	1	
1	517	0	2886456	24	1	
2	518	0	998656	12	1	
3	519	0	998668	12	1	
1	520	0	3089064	4	1	
2	521	0	5423140	4	1	
3	522	0	1558072	4	1	
1	523	0	1558076	4	1	
2	524	0	1558016	4	1	
3	525	0	1557888	16	1	
1	526	0	1557908	8	1	
2	527	0	8899420	20	1	
3	528	0	8899520	4	1	
1	529	0	8899640	4	1	
2	530	0	651412	8	1	
3	531	0	651348	8	1	
1	532	0	651308	4	1	
2	533	0	15762768	4	1	
3	534	0	15762864	4	1	
1	535	0	6095656	8	1	
2	536	0	6095664	8	1	
3	537	0	6095544	4	1	
1	538	0	6728512	4	1	
2	539	0	2461356	8	1	
3	540	0	2461284	4	1	
1	541	0	15764420	4	1	
2	542	0	17746852	8	1	
3	543	0	17746852	4	1	
1	544	0	12254936	4	1	
2	545	0	7315640	4	1	
3	546	0	7315644	4	1	
1	547	0	7315616	8	1	
2	548	0	7315672	4	1	
3	549	0	7315456	12	1	
1	550	0	10177608	4	1	
2	551	0	10177612	4	1	
3	552	0	10177664	4	1	
1	553	0	10177468	4	1	
2	554	0	12508060	4	1	
3	555	0	17876112	4	1	
1	556	0	17876072	4	1	
2	557	0	17876076	4	1	
3	558	0	8489896	4	1	
1	559	0	8489776	4	1	
2	560	0	8489816	4	1	
3	561	0	8489744	12	1	
1	562	0	1501388	8	1	
2	563	0	10098256	4	1	
3	564	0	797408	4	1	
1	565	0	797248	4	1	
2	566	0	797252	4	1	
3	567	0	12700120	12	1	
1	568	0	6921964	16	1	
2	569	0	15956360	4	1	
3	570	0	10875060	8	1	
1	571	0	10875068	8	1	
2	572	0	9262964	4	1	
3	573	0	14899148	8	1	
1	574	0	13213852	8	1	
2	575	0	13213988	4	1	
3	576	0	12472260	16	1	
1	577	0	12472144	4	1	
2	578	0	12472036	4	1	
3	579	0	5362392	16	1	
1	580	0	16398980	12	1	
2	581	0	12375072	4	1	
3	582	0	4236396	4	1	
1	583	0	4236676	8	1	
2	584	0	4236564	4	1	
3	585	0	4236528	8	1	
1	586	0	4236508	4	1	
2	587	0	16123524	4	1	
3	588	0	10840908	4	1	
1	589	0	6693736	32	1	
2	590	0	14401520	4	1	
3	591	0	14401700	8	1	
1	592	0	17167460	4	1	
2	593	0	17167652	4	1	
3	594	0	9249688	12	1	
1	595	0	9249732	4	1	
2	596	0	9249680	8	1	
3	597	0	12730792	8	1	
1	598	0	12730800	8	1	
2	599	0	9283496	12	1	
3	600	0	4447292	4	1	
1	601	0	9192628	8	1	
2	602	0	17721808	4	1	
3	603	0	4084232	8	1	
1	604	0	4083956	4	1	
2	605	0	4084092	8	1	
3	606	0	15167128	4	1	
1	607	0	1579760	4	1	
2	608	0	3311144	8	1	
3	609	0	3311332	4	1	
1	610	0	6312728	12	1	
2	611	0	6312740	12	1	
3	612	0	12333472	8	1	
1	613	0	12333480	8	1	
2	614	0	15992848	8	1	
3	615	0	8570956	8	1	
1	616	0	8571048	12	1	
2	617	0	4434360	4	1	
3	618	0	11491984	20	1	
1	619	0	11492004	20	1	
2	620	0	11491944	8	1	
3	621	0	12691488	4	1	
1	622	0	10676528	4	1	
2	623	0	10676532	4	1	
3	624	0	10676540	4	1	
1	625	0	10676544	4	1	
2	626	0	10676520	4	1	
3	627	0	6955484	16	1	
1	628	0	14007528	4	1	
2	629	0	14007384	4	1	
3	630	0	14007376	12	1	
1	631	0	14007404	8	1	
2	632	0	13750780	4	1	
3	633	0	13750672	8	1	
1	634	0	13750772	4	1	
2	635	0	6500332	4	1	
3	636	0	6500208	8	1	
1	637	0	15165144	28	1	
2	638	0	469752	8	1	
3	639	0	469720	20	1	
1	640	0	7492036	4	1	
2	641	0	7492064	12	1	
3	642	0	9116168	4	1	
1	643	0	6465728	12	1	
2	644	0	9115004	8	1	
3	645	0	9115156	4	1	
1	646	0	7602068	4	1	
2	647	0	10315172	4	1	
3	648	0	10315168	4	1	
1	649	0	3793788	4	1	
2	650	0	8494680	8	1	
3	651	0	5173756	4	1	
1	652	0	5173832	4	1	
2	653	0	5173836	4	1	
3	654	0	5173840	4	1	
1	655	0	15893672	12	1	
2	656	0	15893604	4	1	
3	657	0	9060864	4	1	
1	658	0	9060868	4	1	
2	659	0	9061012	4	1	
3	660	0	9061020	4	1	
1	661	0	16207124	4	1	
2	662	0	16822612	12	1	
3	663	0	16822624	12	1	
1	664	0	16822476	4	1	
2	665	0	85400	4	1	
3	666	0	17775704	12	1	
1	667	0	17775740	8	1	
2	668	0	13279720	4	1	
3	669	0	3507292	4	1	
1	670	0	6901684	4	1	
2	671	0	6901648	4	1	
3	672	0	2691964	4	1	
1	673	0	2691964	4	1	
2	674	0	16911164	8	1	
3	675	0	9787396	4	1	
1	676	0	9787496	12	1	
2	677	0	1930692	4	1	
3	678	0	1930596	4	1	
1	679	0	1930528	4	1	
2	680	0	3031696	4	1	
3	681	0	608092	4	1	
1	682	0	7183148	12	1	
2	683	0	1814220	4	1	
3	684	0	1814224	4	1	
1	685	0	11560320	4	1	
2	686	0	2865536	8	1	
3	687	0	1902512	16	1	
1	688	0	1902460	4	1	
2	689	0	1902392	4	1	
3	690	0	1902520	4	1	
1	691	0	1902468	12	1	
2	692	0	10625672	4	1	
3	693	0	12439868	8	1	
1	694	0	12930048	4	1	
2	695	0	7241096	4	1	
3	696	0	7241100	4	1	
1	697	0	7241104	4	1	
2	698	0	15625368	8	1	
3	699	0	15625404	4	1	
1	700	0	10699680	12	1	
2	701	0	10699616	4	1	
3	702	0	10699620	4	1	
1	703	0	10699624	4	1	
2	704	0	10699648	4	1	
3	705	0	10699648	4	1	
1	706	0	12223720	8	1	
2	707	0	16687212	4	1	
3	708	0	16687216	4	1	
1	709	0	16687220	4	1	
2	710	0	256964	4	1	
3	711	0	256968	4	1	
1	712	0	6255380	4	1	
2	713	0	6988212	4	1	
3	714	0	8056416	4	1	
1	715	0	8056364	4	1	
2	716	0	8056260	4	1	
3	717	0	8056560	8	1	
1	718	0	3587904	4	1	
2	719	0	9894448	8	1	
3	720	0	9894556	4	1	
1	721	0	9216280	4	1	
2	722	0	688364	8	1	
3	723	0	10178180	8	1	
1	724	0	10178112	20	1	
2	725	0	10272260	8	1	
3	726	0	14973368	4	1	
1	727	0	3325156	4	1	
2	728	0	13196052	8	1	
3	729	0	14358176	4	1	
1	730	0	8351592	4	1	
2	731	0	7978368	16	1	
3	732	0	7978384	16	1	
1	733	0	7978440	4	1	
2	734	0	14580612	4	1	
3	735	0	14580688	4	1	
1	736	0	17845420	4	1	
2	737	0	17845424	4	1	
3	738	0	12695312	12	1	
1	739	0	3480932	4	1	
2	740	0	16053332	20	1	
3	741	0	222600	4	1	
1	742	0	9539048	4	1	
2	743	0	9539052	4	1	
3	744	0	7678212	8	1	
1	745	0	2548376	12	1	
2	746	0	3987380	4	1	
3	747	0	3987384	4	1	
1	748	0	3987356	4	1	
2	749	0	2082204	4	1	
3	750	0	2082332	4	1	
1	751	0	2082308	4	1	
2	752	0	2082320	4	1	
3	753	0	13507796	16	1	
1	754	0	5993844	28	1	
2	755	0	7937592	4	1	
3	756	0	7338092	12	1	
1	757	0	7338104	12	1	
2	758	0	7338312	4	1	
3	759	0	7338200	8	1	
1	760	0	7338176	4	1	
2	761	0	3412008	4	1	
3	762	0	3412012	4	1	
1	763	0	17199860	4	1	
2	764	0	17199880	8	1	
3	765	0	17199888	8	1	
1	766	0	4460632	8	1	
2	767	0	17604460	8	1	
3	768	0	17604536	8	1	
1	769	0	17604544	8	1	
2	770	0	13719608	8	1	
3	6771	0	17698328	4	1	
